Lat,Long,Confirmed
27.6104,111.7088,389
44.0935,113.9448,23
32.9711,119.455,202
27.614,115.7221,286
43.6661,126.1923,17
41.2956,122.6085,64
22.1667,113.55,7
37.2692,106.1655,26
35.7452,95.9956,9
35.1917,108.8701,101
36.3427,118.1498,206
31.201999999999998,121.4491,169
37.5777,112.2922,47
30.6171,102.7103,207
39.3054,117.323,41
31.6927,88.0924,1
41.1129,85.2401,18
24.974,101.48700000000001,93
29.1832,120.0934,599
61.92411,25.748151,1
46.2276,2.2137,6
51.165690999999995,10.451526,8
20.593684,78.96288,1
41.87194,12.56738,2
36.204824,138.252924,20
35.90775700000001,127.766922,12
4.210483999999999,101.97576600000001,8
28.1667,84.25,1
12.879721,121.77401699999999,1
61.52401,105.31875600000001,2
1.2833,103.8333,16
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,10
15.870032,100.992541,19
23.424076,53.847818000000004,4
55.3781,-3.4360000000000004,2
40.0,-100.0,8
14.058323999999999,108.277199,6
-33.8688,151.2093,4
-27.4698,153.0251,2
-34.9285,138.6007,2
-37.8136,144.9631,4
11.55,104.9167,1
53.7267,-127.6476,1
51.2538,-85.3232,3
31.8257,117.2264,340
40.1824,116.4142,191
30.0572,107.874,300
26.0789,117.9874,159
35.7518,104.2861,51
23.3417,113.4244,632
23.8298,108.7881,111
26.8154,106.8748,38
19.1959,109.7453,64
39.549,116.1306,104
47.861999999999995,127.7615,95
37.8957,114.9042,493
22.3,114.2,15
30.9756,112.2707,11177
27.6104,111.7088,463
44.0935,113.9448,27
32.9711,119.455,236
27.614,115.7221,333
43.6661,126.1923,23
41.2956,122.6085,70
22.1667,113.55,8
37.2692,106.1655,28
35.7452,95.9956,11
35.1917,108.8701,116
36.3427,118.1498,230
31.201999999999998,121.4491,182
37.5777,112.2922,66
30.6171,102.7103,231
39.3054,117.323,48
31.6927,88.0924,1
41.1129,85.2401,21
24.974,101.48700000000001,105
29.1832,120.0934,661
61.92411,25.748151,1
46.2276,2.2137,6
51.165690999999995,10.451526,10
20.593684,78.96288,2
41.87194,12.56738,2
36.204824,138.252924,20
35.90775700000001,127.766922,15
4.210483999999999,101.97576600000001,8
28.1667,84.25,1
12.879721,121.77401699999999,2
61.52401,105.31875600000001,2
1.2833,103.8333,18
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,10
15.870032,100.992541,19
23.424076,53.847818000000004,5
55.3781,-3.4360000000000004,2
40.0,-100.0,8
14.058323999999999,108.277199,6
-33.8688,151.2093,4
-27.4698,153.0251,2
-34.9285,138.6007,2
-37.8136,144.9631,4
11.55,104.9167,1
53.7267,-127.6476,1
51.2538,-85.3232,3
31.8257,117.2264,408
40.1824,116.4142,212
30.0572,107.874,337
26.0789,117.9874,179
35.7518,104.2861,55
23.3417,113.4244,725
23.8298,108.7881,127
26.8154,106.8748,46
19.1959,109.7453,72
39.549,116.1306,113
47.861999999999995,127.7615,121
37.8957,114.9042,566
22.3,114.2,15
30.9756,112.2707,13522
27.6104,111.7088,521
44.0935,113.9448,34
32.9711,119.455,271
27.614,115.7221,391
43.6661,126.1923,31
41.2956,122.6085,74
22.1667,113.55,8
37.2692,106.1655,31
35.7452,95.9956,13
35.1917,108.8701,128
36.3427,118.1498,259
31.201999999999998,121.4491,203
37.5777,112.2922,74
30.6171,102.7103,254
39.3054,117.323,60
31.6927,88.0924,1
41.1129,85.2401,24
24.974,101.48700000000001,117
29.1832,120.0934,724
61.92411,25.748151,1
46.2276,2.2137,6
51.165690999999995,10.451526,12
20.593684,78.96288,3
41.87194,12.56738,2
36.204824,138.252924,20
35.90775700000001,127.766922,15
4.210483999999999,101.97576600000001,8
28.1667,84.25,1
12.879721,121.77401699999999,2
61.52401,105.31875600000001,2
1.2833,103.8333,18
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,10
15.870032,100.992541,19
23.424076,53.847818000000004,5
55.3781,-3.4360000000000004,8
40.0,-100.0,11
14.058323999999999,108.277199,8
-33.8688,151.2093,4
-27.4698,153.0251,3
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,1
51.2538,-85.3232,3
31.8257,117.2264,480
40.1824,116.4142,228
30.0572,107.874,366
26.0789,117.9874,194
35.7518,104.2861,57
23.3417,113.4244,813
23.8298,108.7881,139
26.8154,106.8748,58
19.1959,109.7453,80
39.549,116.1306,126
47.861999999999995,127.7615,155
37.8957,114.9042,675
22.3,114.2,17
30.9756,112.2707,16678
27.6104,111.7088,593
44.0935,113.9448,35
32.9711,119.455,308
27.614,115.7221,476
43.6661,126.1923,42
41.2956,122.6085,81
22.1667,113.55,10
37.2692,106.1655,34
35.7452,95.9956,15
35.1917,108.8701,142
36.3427,118.1498,275
31.201999999999998,121.4491,219
37.5777,112.2922,81
30.6171,102.7103,282
39.3054,117.323,67
31.6927,88.0924,1
41.1129,85.2401,29
24.974,101.48700000000001,122
29.1832,120.0934,829
61.92411,25.748151,1
46.2276,2.2137,6
51.165690999999995,10.451526,12
20.593684,78.96288,3
41.87194,12.56738,2
36.204824,138.252924,22
35.90775700000001,127.766922,16
4.210483999999999,101.97576600000001,10
28.1667,84.25,1
12.879721,121.77401699999999,2
61.52401,105.31875600000001,2
1.2833,103.8333,24
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,11
15.870032,100.992541,25
23.424076,53.847818000000004,5
55.3781,-3.4360000000000004,8
40.0,-100.0,11
14.058323999999999,108.277199,8
-33.8688,151.2093,4
-27.4698,153.0251,3
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,2
51.2538,-85.3232,3
31.8257,117.2264,530
40.1824,116.4142,253
30.0572,107.874,389
26.0789,117.9874,205
35.7518,104.2861,62
23.3417,113.4244,895
23.8298,108.7881,150
26.8154,106.8748,64
19.1959,109.7453,99
39.549,116.1306,135
47.861999999999995,127.7615,190
37.8957,114.9042,764
22.3,114.2,21
30.9756,112.2707,19665
27.6104,111.7088,661
44.0935,113.9448,42
32.9711,119.455,341
27.614,115.7221,548
43.6661,126.1923,54
41.2956,122.6085,89
22.1667,113.55,10
37.2692,106.1655,34
35.7452,95.9956,17
35.1917,108.8701,165
36.3427,118.1498,307
31.201999999999998,121.4491,243
37.5777,112.2922,81
30.6171,102.7103,301
39.3054,117.323,69
31.6927,88.0924,1
41.1129,85.2401,32
24.974,101.48700000000001,128
29.1832,120.0934,895
61.92411,25.748151,1
46.2276,2.2137,6
51.165690999999995,10.451526,12
20.593684,78.96288,3
41.87194,12.56738,2
36.204824,138.252924,23
35.90775700000001,127.766922,19
4.210483999999999,101.97576600000001,12
28.1667,84.25,1
12.879721,121.77401699999999,2
61.52401,105.31875600000001,2
1.2833,103.8333,28
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,11
15.870032,100.992541,25
23.424076,53.847818000000004,5
55.3781,-3.4360000000000004,9
40.0,-100.0,11
14.058323999999999,108.277199,8
-33.8688,151.2093,4
-27.4698,153.0251,4
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,2
51.2538,-85.3232,3
31.8257,117.2264,591
40.1824,116.4142,274
30.0572,107.874,411
26.0789,117.9874,215
35.7518,104.2861,62
23.3417,113.4244,970
23.8298,108.7881,168
26.8154,106.8748,71
19.1959,109.7453,106
39.549,116.1306,157
47.861999999999995,127.7615,227
37.8957,114.9042,851
22.3,114.2,24
30.9756,112.2707,22112
27.6104,111.7088,711
44.0935,113.9448,46
32.9711,119.455,373
27.614,115.7221,600
43.6661,126.1923,59
41.2956,122.6085,94
22.1667,113.55,10
37.2692,106.1655,40
35.7452,95.9956,18
35.1917,108.8701,173
36.3427,118.1498,347
31.201999999999998,121.4491,257
37.5777,112.2922,96
30.6171,102.7103,321
39.3054,117.323,79
31.6927,88.0924,1
41.1129,85.2401,36
24.974,101.48700000000001,133
29.1832,120.0934,954
61.92411,25.748151,1
46.2276,2.2137,6
51.165690999999995,10.451526,12
20.593684,78.96288,3
41.87194,12.56738,2
36.204824,138.252924,23
35.90775700000001,127.766922,23
4.210483999999999,101.97576600000001,12
28.1667,84.25,1
12.879721,121.77401699999999,2
61.52401,105.31875600000001,2
1.2833,103.8333,28
40.463667,-3.7492199999999998,1
7.873054,80.77179699999998,1
60.128161,18.643501,1
23.7,121.0,16
15.870032,100.992541,25
23.424076,53.847818000000004,5
55.3781,-3.4360000000000004,9
40.0,-100.0,11
14.058323999999999,108.277199,10
-33.8688,151.2093,4
-27.4698,153.0251,5
-34.9285,138.6007,2
-37.8136,144.9631,4
50.8333,4.469936,1
11.55,104.9167,1
53.7267,-127.6476,4
51.2538,-85.3232,3
31.8257,117.2264,665
40.1824,116.4142,297
