Lat,Long,Confirmed
-13.133897,27.849332,40
-19.015438,29.154857,13
15.415,-61.371,16
12.1165,-61.678999999999995,14
-18.665695,35.529562,20
34.802075,38.99681500000001,19
-8.874217,125.727539,2
17.1899,-88.4976,10
19.856270000000002,102.495496,16
26.3351,17.228331,24
31.9522,35.2332,267
11.8037,-15.1804,36
17.570692,-3.996166000000001,87
17.357822,-62.782998,12
64.8255,-124.8457,5
64.2823,-135.0,8
42.602636,20.902977,250
21.9162,95.956,27
18.2206,-63.0686,3
18.4207,-64.64,3
21.69400000000001,-71.7979,8
-22.3285,24.6849,13
-3.3731,29.9189,3
8.460555000000001,-11.779889,8
-13.2543,34.3015,9
-51.7963,-59.5236,5
46.8852,-56.3159,1
6.8770000000000024,31.307,4
24.2155,-12.8858,4
0.1864,6.6131,4
15.552726999999999,48.516388,1
33.93911,67.709953,555
41.1533,20.1683,433
28.0339,1.6596,1825
42.5063,1.5218,601
-11.2027,17.8739,19
17.0608,-61.7964,21
-38.4161,-63.6167,1975
40.0691,45.0382,967
-35.4735,149.0124,103
-33.8688,151.2093,2857
-12.4634,130.8456,28
-27.4698,153.0251,974
-34.9285,138.6007,429
-42.8821,147.3272,133
-37.8136,144.9631,1265
-31.9505,115.8605,514
47.5162,14.5501,13806
40.1431,47.5769,1058
25.025885,-78.035889,46
26.0275,50.55,1040
23.685,90.3563,482
13.1939,-59.5432,68
53.7098,27.9534,2226
50.8333,4.469936,28018
9.3077,2.3158,35
27.5142,90.4336,5
-16.2902,-63.5887,275
43.9159,17.6791,946
-14.235,-51.9253,20727
4.5353,114.7277,136
42.7339,25.4858,661
12.2383,-1.5616,484
16.5388,-23.0418,8
11.55,104.9167,120
3.8480000000000003,11.5021,820
53.9333,-116.5765,1567
53.7267,-127.6476,1445
53.7609,-98.8139,243
46.5653,-66.4619,112
53.1355,-57.6604,241
44.681999999999995,-63.7443,428
51.2538,-85.3232,6648
46.5107,-63.4168,25
52.9399,-73.5491,12292
52.9399,-106.4509,289
6.6111,20.9394,8
15.4542,18.7322,11
-35.6751,-71.543,7366
31.8257,117.2264,991
40.1824,116.4142,589
30.0572,107.874,579
26.0789,117.9874,351
35.7518,104.2861,139
23.3417,113.4244,1548
23.8298,108.7881,254
26.8154,106.8748,146
19.1959,109.7453,168
39.549,116.1306,327
47.861999999999995,127.7615,661
37.8957,114.9042,1276
22.3,114.2,1000
30.9756,112.2707,67803
27.6104,111.7088,1019
44.0935,113.9448,155
32.9711,119.455,652
27.614,115.7221,937
43.6661,126.1923,98
41.2956,122.6085,145
22.1667,113.55,45
37.2692,106.1655,75
35.7452,95.9956,18
35.1917,108.8701,256
36.3427,118.1498,784
31.201999999999998,121.4491,555
37.5777,112.2922,172
30.6171,102.7103,560
39.3054,117.323,183
31.6927,88.0924,1
41.1129,85.2401,76
24.974,101.48700000000001,184
29.1832,120.0934,1267
4.5709,-74.2973,2709
-0.228,15.8277,60
-4.0383,21.7587,223
9.7489,-83.7534,577
7.54,-5.5471,533
45.1,15.2,1534
21.521757,-77.78116700000002,620
35.1264,33.4299,616
49.8175,15.472999999999999,5831
61.8926,-6.9118,184
71.7069,-42.6043,11
56.2639,9.5018,5996
11.8251,42.5903,187
18.7357,-70.1627,2759
-1.8312,-78.1834,7257
26.820553000000004,30.802497999999996,1939
13.7942,-88.8965,118
1.6508,10.2679,18
15.1794,39.7823,34
58.5953,25.0136,1304
-26.5225,31.4659,12
9.145,40.4897,69
-17.7134,178.065,16
61.92411,25.748151,2905
3.9339,-53.1258,83
-17.6797,149.4068,51
16.265,-61.551,143
-12.8275,45.166244,196
-20.904304999999997,165.618042,18
-21.1151,55.5364,388
17.9,-62.8333,6
18.0708,-63.0501,32
14.6415,-61.0242,155
46.2276,2.2137,93790
-0.8037,11.6094,46
13.4432,-15.3101,9
42.3154,43.3569,242
51.165690999999995,10.451526,124908
7.9465,-1.0232,408
39.0742,21.8243,2081
15.7835,-90.2308,137
9.9456,-9.6966,250
4.860416000000002,-58.93018000000001,45
18.9712,-72.2852,33
41.9029,12.4534,8
15.2,-86.2419,392
47.1625,19.5033,1310
64.9631,-19.0208,1689
20.593684,78.96288,8446
-0.7893,113.9213,3842
32.427908,53.68804599999999,70029
33.223191,43.679291,1318
53.1424,-7.6921,8928
31.046051000000002,34.851612,10743
41.87194,12.56738,152271
18.1096,-77.2975,65
36.204824,138.252924,6951
31.24,36.51,381
48.0196,66.9237,865
-0.0236,37.9062,191
35.90775700000001,127.766922,10480
29.311659999999996,47.481766,1154
41.20438,74.766098,339
56.8796,24.6032,630
33.8547,35.8623,619
6.4280550000000005,-9.429499,48
47.14,9.55,79
55.1694,23.8813,1026
49.8153,6.1296,3270
-18.766947000000002,46.869107,102
4.210483999999999,101.97576600000001,4530
3.2028,73.2207,19
35.9375,14.3754,370
21.0079,-10.9408,7
-20.348404000000002,57.552152,319
23.6345,-102.5528,4219
47.4116,28.3699,1560
43.7333,7.4167,92
46.8625,103.8467,16
42.708678000000006,19.37439,263
31.7917,-7.0926,1545
-22.9576,18.4904,16
28.1667,84.25,9
12.5211,-69.9683,92
12.1696,-68.99,14
18.0425,-63.0548,50
52.1326,5.2913,24413
-40.9006,174.886,1312
12.865416,-85.207229,8
17.607789,8.081666,491
9.082,8.6753,318
41.6086,21.7453,760
60.472,8.4689,6409
21.512583,55.92325500000001,546
30.3753,69.3451,5230
8.538,-80.7821,2974
-6.314993,143.95555,2
-23.4425,-58.4438,133
-9.19,-75.0152,6848
12.879721,121.77401699999999,4428
51.9194,19.1451,6356
39.3999,-8.2245,15987
25.3548,51.1839,2728
45.9432,24.9668,5990
61.52401,105.31875600000001,13584
-1.9403,29.8739,120
13.9094,-60.9789,15
12.9843,-61.2872,12
43.9424,12.4578,356
23.885942,45.079162,4033
14.4974,-14.4524,278
44.0165,21.0059,3380
-4.6796,55.492,11
1.2833,103.8333,2299
48.669,19.699,728
46.1512,14.9955,1188
5.152149,46.199616,21
-30.5595,22.9375,2028
40.463667,-3.7492199999999998,163027
7.873054,80.77179699999998,198
12.8628,30.2176,19
3.9193,-56.0278,10
60.128161,18.643501,10151
46.8182,8.2275,25107
23.7,121.0,385
-6.369028,34.888822,32
15.870032,100.992541,2518
8.6195,0.8248,76
10.6918,-61.2225,112
33.886917,9.537499,685
38.9637,35.2433,52167
1.373333,32.290275,53
48.3794,31.1656,2511
23.424076,53.847818000000004,3736
32.3078,-64.7505,48
19.3133,-81.2546,45
49.3723,-2.3644,407
36.1408,-5.3536,129
54.2361,-4.5481,226
16.742498,-62.187366000000004,9
55.3781,-3.4360000000000004,89390
-32.5228,-55.7658,501
40.0,-100.0,527969
41.377491,64.585262,767
6.4238,-66.5897,175
14.058323999999999,108.277199,258
-13.133897,27.849332,40
-19.015438,29.154857,14
15.415,-61.371,16
12.1165,-61.678999999999995,14
-18.665695,35.529562,20
34.802075,38.99681500000001,25
-8.874217,125.727539,2
17.1899,-88.4976,13
19.856270000000002,102.495496,18
26.3351,17.228331,24
31.9522,35.2332,268
11.8037,-15.1804,38
17.570692,-3.996166000000001,87
17.357822,-62.782998,12
64.8255,-124.8457,5
64.2823,-135.0,8
42.602636,20.902977,283
21.9162,95.956,38
18.2206,-63.0686,3
18.4207,-64.64,3
21.69400000000001,-71.7979,8
-22.3285,24.6849,13
-3.3731,29.9189,5
8.460555000000001,-11.779889,8
-13.2543,34.3015,12
-51.7963,-59.5236,5
46.8852,-56.3159,1
6.8770000000000024,31.307,4
24.2155,-12.8858,4
0.1864,6.6131,4
15.552726999999999,48.516388,1
33.93911,67.709953,607
41.1533,20.1683,446
28.0339,1.6596,1914
42.5063,1.5218,638
-11.2027,17.8739,19
17.0608,-61.7964,21
-38.4161,-63.6167,2142
40.0691,45.0382,1013
-35.4735,149.0124,103
-33.8688,151.2093,2857
-12.4634,130.8456,28
-27.4698,153.0251,983
-34.9285,138.6007,429
-42.8821,147.3272,133
-37.8136,144.9631,1268
-31.9505,115.8605,514
47.5162,14.5501,13945
40.1431,47.5769,1098
25.025885,-78.035889,46
26.0275,50.55,1136
23.685,90.3563,621
13.1939,-59.5432,71
53.7098,27.9534,2578
50.8333,4.469936,29647
9.3077,2.3158,35
27.5142,90.4336,5
-16.2902,-63.5887,300
43.9159,17.6791,1009
-14.235,-51.9253,22192
4.5353,114.7277,136
42.7339,25.4858,675
12.2383,-1.5616,497
16.5388,-23.0418,8
11.55,104.9167,122
3.8480000000000003,11.5021,820
53.9333,-116.5765,1567
53.7267,-127.6476,1445
53.7609,-98.8139,242
46.5653,-66.4619,114
53.1355,-57.6604,242
44.681999999999995,-63.7443,445
51.2538,-85.3232,7049
46.5107,-63.4168,25
52.9399,-73.5491,12846
52.9399,-106.4509,298
6.6111,20.9394,8
15.4542,18.7322,18
-35.6751,-71.543,7652
31.8257,117.2264,991
40.1824,116.4142,589
30.0572,107.874,579
26.0789,117.9874,352
35.7518,104.2861,139
23.3417,113.4244,1552
23.8298,108.7881,254
26.8154,106.8748,146
19.1959,109.7453,168
39.549,116.1306,327
47.861999999999995,127.7615,684
37.8957,114.9042,1276
22.3,114.2,1004
30.9756,112.2707,67803
27.6104,111.7088,1019
44.0935,113.9448,189
32.9711,119.455,653
27.614,115.7221,937
43.6661,126.1923,99
41.2956,122.6085,145
22.1667,113.55,45
37.2692,106.1655,75
35.7452,95.9956,18
35.1917,108.8701,256
36.3427,118.1498,784
31.201999999999998,121.4491,607
37.5777,112.2922,172
30.6171,102.7103,560
39.3054,117.323,183
31.6927,88.0924,1
41.1129,85.2401,76
24.974,101.48700000000001,184
29.1832,120.0934,1267
4.5709,-74.2973,2776
-0.228,15.8277,60
-4.0383,21.7587,234
9.7489,-83.7534,595
7.54,-5.5471,574
45.1,15.2,1600
21.521757,-77.78116700000002,669
35.1264,33.4299,633
49.8175,15.472999999999999,5991
61.8926,-6.9118,184
71.7069,-42.6043,11
56.2639,9.5018,6174
11.8251,42.5903,214
18.7357,-70.1627,2967
-1.8312,-78.1834,7466
26.820553000000004,30.802497999999996,2065
13.7942,-88.8965,125
1.6508,10.2679,21
15.1794,39.7823,34
58.5953,25.0136,1309
-26.5225,31.4659,14
9.145,40.4897,71
-17.7134,178.065,16
61.92411,25.748151,2974
3.9339,-53.1258,86
-17.6797,149.4068,53
16.265,-61.551,143
-12.8275,45.166244,196
-20.904304999999997,165.618042,18
-21.1151,55.5364,389
17.9,-62.8333,6
18.0708,-63.0501,32
14.6415,-61.0242,155
46.2276,2.2137,120633
-0.8037,11.6094,49
13.4432,-15.3101,9
42.3154,43.3569,257
51.165690999999995,10.451526,127854
7.9465,-1.0232,566
39.0742,21.8243,2114
15.7835,-90.2308,155
9.9456,-9.6966,250
4.860416000000002,-58.93018000000001,45
18.9712,-72.2852,33
41.9029,12.4534,8
15.2,-86.2419,393
47.1625,19.5033,1410
64.9631,-19.0208,1701
20.593684,78.96288,9205
-0.7893,113.9213,4241
32.427908,53.68804599999999,71686
33.223191,43.679291,1352
53.1424,-7.6921,9655
31.046051000000002,34.851612,11145
41.87194,12.56738,156363
18.1096,-77.2975,69
36.204824,138.252924,7473
31.24,36.51,389
48.0196,66.9237,951
-0.0236,37.9062,197
35.90775700000001,127.766922,10512
29.311659999999996,47.481766,1234
41.20438,74.766098,377
56.8796,24.6032,651
33.8547,35.8623,630
6.4280550000000005,-9.429499,50
47.14,9.55,79
55.1694,23.8813,1053
49.8153,6.1296,3281
-18.766947000000002,46.869107,106
4.210483999999999,101.97576600000001,4683
3.2028,73.2207,20
35.9375,14.3754,378
21.0079,-10.9408,7
-20.348404000000002,57.552152,324
23.6345,-102.5528,4661
47.4116,28.3699,1662
43.7333,7.4167,93
46.8625,103.8467,16
42.708678000000006,19.37439,272
31.7917,-7.0926,1661
-22.9576,18.4904,16
28.1667,84.25,12
12.5211,-69.9683,92
12.1696,-68.99,14
18.0425,-63.0548,50
52.1326,5.2913,25587
-40.9006,174.886,1330
12.865416,-85.207229,9
17.607789,8.081666,529
9.082,8.6753,323
41.6086,21.7453,828
60.472,8.4689,6525
21.512583,55.92325500000001,599
30.3753,69.3451,5496
8.538,-80.7821,3234
-6.314993,143.95555,2
-23.4425,-58.4438,134
-9.19,-75.0152,7519
12.879721,121.77401699999999,4648
51.9194,19.1451,6674
39.3999,-8.2245,16585
25.3548,51.1839,2979
45.9432,24.9668,6300
61.52401,105.31875600000001,15770
-1.9403,29.8739,126
13.9094,-60.9789,15
12.9843,-61.2872,12
43.9424,12.4578,356
23.885942,45.079162,4462
14.4974,-14.4524,280
44.0165,21.0059,3630
-4.6796,55.492,11
1.2833,103.8333,2532
48.669,19.699,742
46.1512,14.9955,1205
5.152149,46.199616,25
-30.5595,22.9375,2173
40.463667,-3.7492199999999998,166831
7.873054,80.77179699999998,210
12.8628,30.2176,19
3.9193,-56.0278,10
60.128161,18.643501,10483
46.8182,8.2275,25415
23.7,121.0,388
-6.369028,34.888822,32
15.870032,100.992541,2551
8.6195,0.8248,76
10.6918,-61.2225,113
33.886917,9.537499,707
38.9637,35.2433,56956
1.373333,32.290275,54
48.3794,31.1656,2777
23.424076,53.847818000000004,4123
32.3078,-64.7505,57
19.3133,-81.2546,53
49.3723,-2.3644,431
36.1408,-5.3536,129
54.2361,-4.5481,228
16.742498,-62.187366000000004,9
55.3781,-3.4360000000000004,92885
-32.5228,-55.7658,480
40.0,-100.0,556522
41.377491,64.585262,865
6.4238,-66.5897,181
14.058323999999999,108.277199,262
-13.133897,27.849332,43
-19.015438,29.154857,14
15.415,-61.371,16
12.1165,-61.678999999999995,14
-18.665695,35.529562,21
34.802075,38.99681500000001,25
-8.874217,125.727539,2
17.1899,-88.4976,14
19.856270000000002,102.495496,19
26.3351,17.228331,25
31.9522,35.2332,271
11.8037,-15.1804,38
17.570692,-3.996166000000001,105
17.357822,-62.782998,12
64.8255,-124.8457,5
64.2823,-135.0,8
42.602636,20.902977,283
21.9162,95.956,41
18.2206,-63.0686,3
18.4207,-64.64,3
21.69400000000001,-71.7979,9
-22.3285,24.6849,13
-3.3731,29.9189,5
8.460555000000001,-11.779889,10
-13.2543,34.3015,13
-51.7963,-59.5236,5
46.8852,-56.3159,1
6.8770000000000024,31.307,4
24.2155,-12.8858,6
0.1864,6.6131,4
15.552726999999999,48.516388,1
33.93911,67.709953,665
41.1533,20.1683,467
28.0339,1.6596,1983
42.5063,1.5218,646
-11.2027,17.8739,19
17.0608,-61.7964,23
-38.4161,-63.6167,2208
40.0691,45.0382,1039
-35.4735,149.0124,102
-33.8688,151.2093,2863
-12.4634,130.8456,28
-27.4698,153.0251,987
-34.9285,138.6007,429
-42.8821,147.3272,144
-37.8136,144.9631,1281
-31.9505,115.8605,517
47.5162,14.5501,14041
40.1431,47.5769,1148
25.025885,-78.035889,47
26.0275,50.55,1361
23.685,90.3563,803
13.1939,-59.5432,72
53.7098,27.9534,2919
50.8333,4.469936,30589
9.3077,2.3158,35
27.5142,90.4336,5
-16.2902,-63.5887,330
43.9159,17.6791,1037
-14.235,-51.9253,23430
4.5353,114.7277,136
42.7339,25.4858,685
12.2383,-1.5616,497
16.5388,-23.0418,10
11.55,104.9167,122
3.8480000000000003,11.5021,820
53.9333,-116.5765,1732
53.7267,-127.6476,1490
53.7609,-98.8139,246
46.5653,-66.4619,116
53.1355,-57.6604,244
44.681999999999995,-63.7443,474
51.2538,-85.3232,7470
46.5107,-63.4168,25
52.9399,-73.5491,13557
52.9399,-106.4509,300
6.6111,20.9394,11
15.4542,18.7322,23
-35.6751,-71.543,7964
31.8257,117.2264,991
40.1824,116.4142,589
30.0572,107.874,579
26.0789,117.9874,352
35.7518,104.2861,139
23.3417,113.4244,1555
23.8298,108.7881,254
26.8154,106.8748,146
19.1959,109.7453,168
39.549,116.1306,327
47.861999999999995,127.7615,740
37.8957,114.9042,1276
22.3,114.2,1009
30.9756,112.2707,67803
27.6104,111.7088,1019
44.0935,113.9448,190
32.9711,119.455,653
27.614,115.7221,937
43.6661,126.1923,100
41.2956,122.6085,145
22.1667,113.55,45
37.2692,106.1655,75
35.7452,95.9956,18
35.1917,108.8701,256
36.3427,118.1498,784
31.201999999999998,121.4491,618
37.5777,112.2922,173
30.6171,102.7103,560
39.3054,117.323,184
31.6927,88.0924,1
41.1129,85.2401,76
24.974,101.48700000000001,184
29.1832,120.0934,1267
4.5709,-74.2973,2852
-0.228,15.8277,60
-4.0383,21.7587,235
9.7489,-83.7534,612
7.54,-5.5471,626
45.1,15.2,1650
21.521757,-77.78116700000002,726
35.1264,33.4299,662
49.8175,15.472999999999999,6059
61.8926,-6.9118,184
71.7069,-42.6043,11
56.2639,9.5018,6318
11.8251,42.5903,298
18.7357,-70.1627,3167
-1.8312,-78.1834,7529
26.820553000000004,30.802497999999996,2190
13.7942,-88.8965,137
1.6508,10.2679,21
15.1794,39.7823,34
58.5953,25.0136,1332
-26.5225,31.4659,15
9.145,40.4897,74
-17.7134,178.065,16
61.92411,25.748151,3064
3.9339,-53.1258,86
-17.6797,149.4068,55
16.265,-61.551,143
-12.8275,45.166244,207
-20.904304999999997,165.618042,18
-21.1151,55.5364,391
17.9,-62.8333,6
18.0708,-63.0501,32
14.6415,-61.0242,157
46.2276,2.2137,124298
-0.8037,11.6094,57
13.4432,-15.3101,9
42.3154,43.3569,272
51.165690999999995,10.451526,130072
7.9465,-1.0232,566
39.0742,21.8243,2145
15.7835,-90.2308,156
9.9456,-9.6966,319
4.860416000000002,-58.93018000000001,45
18.9712,-72.2852,40
41.9029,12.4534,8
15.2,-86.2419,397
47.1625,19.5033,1458
64.9631,-19.0208,1711
20.593684,78.96288,10453
-0.7893,113.9213,4557
32.427908,53.68804599999999,73303
33.223191,43.679291,1378
53.1424,-7.6921,10647
31.046051000000002,34.851612,11586
41.87194,12.56738,159516
18.1096,-77.2975,73
36.204824,138.252924,7773
31.24,36.51,391
48.0196,66.9237,1091
-0.0236,37.9062,208
35.90775700000001,127.766922,10537
29.311659999999996,47.481766,1300
41.20438,74.766098,419
56.8796,24.6032,655
33.8547,35.8623,632
6.4280550000000005,-9.429499,59
47.14,9.55,79
55.1694,23.8813,1062
49.8153,6.1296,3292
-18.766947000000002,46.869107,106
4.210483999999999,101.97576600000001,4817
3.2028,73.2207,20
35.9375,14.3754,384
21.0079,-10.9408,7
-20.348404000000002,57.552152,324
23.6345,-102.5528,5014
47.4116,28.3699,1712
43.7333,7.4167,93
46.8625,103.8467,17
42.708678000000006,19.37439,274
31.7917,-7.0926,1763
-22.9576,18.4904,16
28.1667,84.25,14
12.5211,-69.9683,92
12.1696,-68.99,14
18.0425,-63.0548,50
52.1326,5.2913,26551
-40.9006,174.886,1349
12.865416,-85.207229,9
17.607789,8.081666,529
9.082,8.6753,343
41.6086,21.7453,854
60.472,8.4689,6603
21.512583,55.92325500000001,727
30.3753,69.3451,5837
8.538,-80.7821,3400
-6.314993,143.95555,2
-23.4425,-58.4438,147
-9.19,-75.0152,9784
12.879721,121.77401699999999,4932
51.9194,19.1451,6934
39.3999,-8.2245,16934
25.3548,51.1839,3231
45.9432,24.9668,6633
61.52401,105.31875600000001,18328
-1.9403,29.8739,127
13.9094,-60.9789,15
12.9843,-61.2872,12
43.9424,12.4578,356
23.885942,45.079162,4934
14.4974,-14.4524,291
44.0165,21.0059,4054
-4.6796,55.492,11
1.2833,103.8333,2918
48.669,19.699,769
46.1512,14.9955,1212
5.152149,46.199616,60
-30.5595,22.9375,2272
40.463667,-3.7492199999999998,170099
7.873054,80.77179699999998,217
12.8628,30.2176,29
3.9193,-56.0278,10
60.128161,18.643501,10948
46.8182,8.2275,25688
23.7,121.0,393
-6.369028,34.888822,49
15.870032,100.992541,2579
8.6195,0.8248,77
10.6918,-61.2225,113
33.886917,9.537499,726
38.9637,35.2433,61049
1.373333,32.290275,54
48.3794,31.1656,3102
23.424076,53.847818000000004,4521
32.3078,-64.7505,57
19.3133,-81.2546,53
49.3723,-2.3644,436
36.1408,-5.3536,129
54.2361,-4.5481,242
16.742498,-62.187366000000004,11
55.3781,-3.4360000000000004,97068
-32.5228,-55.7658,483
40.0,-100.0,581813
41.377491,64.585262,998
6.4238,-66.5897,189
14.058323999999999,108.277199,265
-13.133897,27.849332,45
-19.015438,29.154857,17
15.415,-61.371,16
12.1165,-61.678999999999995,14
-18.665695,35.529562,21
34.802075,38.99681500000001,25
-8.874217,125.727539,4
17.1899,-88.4976,18
19.856270000000002,102.495496,19
26.3351,17.228331,26
31.9522,35.2332,273
11.8037,-15.1804,38
17.570692,-3.996166000000001,123
17.357822,-62.782998,12
64.8255,-124.8457,5
64.2823,-135.0,8
42.602636,20.902977,283
21.9162,95.956,62
18.2206,-63.0686,3
18.4207,-64.64,3
21.69400000000001,-71.7979,10
-22.3285,24.6849,13
-3.3731,29.9189,5
8.460555000000001,-11.779889,10
-13.2543,34.3015,16
-51.7963,-59.5236,5
46.8852,-56.3159,1
6.8770000000000024,31.307,4
24.2155,-12.8858,6
0.1864,6.6131,4
15.552726999999999,48.516388,1
33.93911,67.709953,714
41.1533,20.1683,475
28.0339,1.6596,2070
42.5063,1.5218,659
-11.2027,17.8739,19
17.0608,-61.7964,23
-38.4161,-63.6167,2277
40.0691,45.0382,1067
-35.4735,149.0124,103
-33.8688,151.2093,2870
-12.4634,130.8456,28
-27.4698,153.0251,998
-34.9285,138.6007,433
-42.8821,147.3272,165
-37.8136,144.9631,1291
-31.9505,115.8605,527
47.5162,14.5501,14226
40.1431,47.5769,1197
25.025885,-78.035889,49
26.0275,50.55,1528
23.685,90.3563,1012
13.1939,-59.5432,72
53.7098,27.9534,3281
50.8333,4.469936,31119
9.3077,2.3158,35
27.5142,90.4336,5
-16.2902,-63.5887,354
43.9159,17.6791,1083
-14.235,-51.9253,25262
4.5353,114.7277,136
42.7339,25.4858,713
12.2383,-1.5616,528
16.5388,-23.0418,11
11.55,104.9167,122
3.8480000000000003,11.5021,848
53.9333,-116.5765,1870
53.7267,-127.6476,1490
53.7609,-98.8139,246
46.5653,-66.4619,116
53.1355,-57.6604,244
44.681999999999995,-63.7443,517
51.2538,-85.3232,7953
46.5107,-63.4168,25
52.9399,-73.5491,14248
52.9399,-106.4509,300
6.6111,20.9394,11
15.4542,18.7322,23
-35.6751,-71.543,8356
31.8257,117.2264,991
40.1824,116.4142,589
30.0572,107.874,579
26.0789,117.9874,353
35.7518,104.2861,139
23.3417,113.4244,1564
23.8298,108.7881,254
26.8154,106.8748,146
19.1959,109.7453,168
39.549,116.1306,327
47.861999999999995,127.7615,819
37.8957,114.9042,1276
22.3,114.2,1012
30.9756,112.2707,67803
27.6104,111.7088,1019
44.0935,113.9448,190
32.9711,119.455,653
27.614,115.7221,937
43.6661,126.1923,100
41.2956,122.6085,145
22.1667,113.55,45
37.2692,106.1655,75
35.7452,95.9956,18
35.1917,108.8701,256
36.3427,118.1498,784
31.201999999999998,121.4491,618
37.5777,112.2922,173
30.6171,102.7103,560
39.3054,117.323,185
31.6927,88.0924,1
41.1129,85.2401,76
24.974,101.48700000000001,184
29.1832,120.0934,1267
4.5709,-74.2973,2979
-0.228,15.8277,60
-4.0383,21.7587,241
9.7489,-83.7534,618
7.54,-5.5471,638
45.1,15.2,1704
21.521757,-77.78116700000002,766
35.1264,33.4299,695
49.8175,15.472999999999999,6111
61.8926,-6.9118,184
71.7069,-42.6043,11
56.2639,9.5018,6511
11.8251,42.5903,363
18.7357,-70.1627,3286
-1.8312,-78.1834,7603
26.820553000000004,30.802497999999996,2350
13.7942,-88.8965,149
1.6508,10.2679,41
15.1794,39.7823,34
58.5953,25.0136,1373
-26.5225,31.4659,15
9.145,40.4897,82
-17.7134,178.065,16
61.92411,25.748151,3161
3.9339,-53.1258,86
-17.6797,149.4068,55
16.265,-61.551,145
-12.8275,45.166244,217
-20.904304999999997,165.618042,18
-21.1151,55.5364,391
17.9,-62.8333,6
18.0708,-63.0501,32
14.6415,-61.0242,157
46.2276,2.2137,129257
-0.8037,11.6094,57
13.4432,-15.3101,9
42.3154,43.3569,300
51.165690999999995,10.451526,131359
7.9465,-1.0232,636
39.0742,21.8243,2170
15.7835,-90.2308,167
9.9456,-9.6966,363
4.860416000000002,-58.93018000000001,47
18.9712,-72.2852,40
41.9029,12.4534,8
15.2,-86.2419,407
47.1625,19.5033,1512
64.9631,-19.0208,1720
20.593684,78.96288,11487
-0.7893,113.9213,4839
32.427908,53.68804599999999,74877
33.223191,43.679291,1400
53.1424,-7.6921,11479
31.046051000000002,34.851612,12046
41.87194,12.56738,162488
18.1096,-77.2975,73
36.204824,138.252924,8277
31.24,36.51,397
48.0196,66.9237,1232
-0.0236,37.9062,216
35.90775700000001,127.766922,10564
29.311659999999996,47.481766,1355
41.20438,74.766098,430
56.8796,24.6032,657
33.8547,35.8623,641
6.4280550000000005,-9.429499,59
47.14,9.55,79
55.1694,23.8813,1070
49.8153,6.1296,3307
-18.766947000000002,46.869107,108
4.210483999999999,101.97576600000001,4987
3.2028,73.2207,20
35.9375,14.3754,393
21.0079,-10.9408,7
-20.348404000000002,57.552152,324
23.6345,-102.5528,5399
47.4116,28.3699,1934
43.7333,7.4167,93
46.8625,103.8467,30
42.708678000000006,19.37439,283
31.7917,-7.0926,1888
-22.9576,18.4904,16
28.1667,84.25,16
12.5211,-69.9683,92
12.1696,-68.99,14
18.0425,-63.0548,52
52.1326,5.2913,27419
-40.9006,174.886,1366
12.865416,-85.207229,9
17.607789,8.081666,570
9.082,8.6753,373
41.6086,21.7453,908
60.472,8.4689,6623
21.512583,55.92325500000001,813
30.3753,69.3451,6383
8.538,-80.7821,3472
-6.314993,143.95555,2
-23.4425,-58.4438,159
-9.19,-75.0152,10303
12.879721,121.77401699999999,5223
51.9194,19.1451,7202
39.3999,-8.2245,17448
25.3548,51.1839,3428
45.9432,24.9668,6879
61.52401,105.31875600000001,21102
-1.9403,29.8739,134
13.9094,-60.9789,15
12.9843,-61.2872,12
43.9424,12.4578,371
23.885942,45.079162,5369
14.4974,-14.4524,299
44.0165,21.0059,4465
-4.6796,55.492,11
1.2833,103.8333,3252
48.669,19.699,835
46.1512,14.9955,1220
5.152149,46.199616,60
-30.5595,22.9375,2415
40.463667,-3.7492199999999998,172541
7.873054,80.77179699999998,233
12.8628,30.2176,32
3.9193,-56.0278,10
60.128161,18.643501,11445
46.8182,8.2275,25936
23.7,121.0,393
-6.369028,34.888822,53
15.870032,100.992541,2613
8.6195,0.8248,77
10.6918,-61.2225,113
33.886917,9.537499,747
38.9637,35.2433,65111
1.373333,32.290275,55
48.3794,31.1656,3372
23.424076,53.847818000000004,4933
32.3078,-64.7505,57
19.3133,-81.2546,54
49.3723,-2.3644,440
36.1408,-5.3536,129
54.2361,-4.5481,254
16.742498,-62.187366000000004,11
55.3781,-3.4360000000000004,101393
-32.5228,-55.7658,492
40.0,-100.0,608878
41.377491,64.585262,1165
6.4238,-66.5897,189
14.058323999999999,108.277199,266
-13.133897,27.849332,45
-19.015438,29.154857,17
15.415,-61.371,16
12.1165,-61.678999999999995,14
-18.665695,35.529562,28
34.802075,38.99681500000001,29
-8.874217,125.727539,6
17.1899,-88.4976,18
19.856270000000002,102.495496,19
26.3351,17.228331,35
31.9522,35.2332,284
11.8037,-15.1804,38
17.570692,-3.996166000000001,144
17.357822,-62.782998,14
64.8255,-124.8457,5
64.2823,-135.0,8
42.602636,20.902977,387
21.9162,95.956,63
18.2206,-63.0686,3
18.4207,-64.64,3
21.69400000000001,-71.7979,10
-22.3285,24.6849,13
-3.3731,29.9189,5
8.460555000000001,-11.779889,11
-13.2543,34.3015,16
-51.7963,-59.5236,11
46.8852,-56.3159,1
6.8770000000000024,31.307,4
24.2155,-12.8858,6
0.1864,6.6131,4
15.552726999999999,48.516388,1
33.93911,67.709953,784
41.1533,20.1683,494
28.0339,1.6596,2160
